handle,id,text,created_at,likes,retweets,url
hamrorabi,1756172337362469167,तामाङ समुदायले उत्साहपूर्वक मनाउने साेनाम ल्हाेसार (नयाँ वर्ष)काे  शुभकामना। विविध संस्कृतिकाे एकीकृत संयाेजनमा आपसी सद्भाव र भाइचारा जीवन्त राख्दै आएका हामीलाई यस्ता सांस्कृतिक पर्वले थप एकताबद्ध बनाउन प्रेरणा मिलाेस्। https://t.co/24eeF9XMZs,Sat Feb 10 04:24:47 +0000 2024,418,32,https://x.com/hamrorabi/status/1756172337362469167
hamrorabi,1753802536736174327,हामी जनादेश मान्ने। धन्यवाद अर्घाखाँची। https://t.co/oiJkhdJTHe,Sat Feb 03 15:28:03 +0000 2024,1170,93,https://x.com/hamrorabi/status/1753802536736174327
hamrorabi,1752716171038843256,"तामाङ समुदायमाथि भएको ऐतिहासिक उत्पीडनको कथावस्तुमा निर्माण गरिएको नाटक ""मासिन्या"" हेर्ने अवसर आज जुर्यो। कला र साहित्यका माध्यमबाट कति सशक्तरुपमा राजनीतिक विषयवस्तु उठाउन सकिन्छ भन्ने कुरा नाटकले स्थापित गरेको छ। लेखन, निर्देशन र अभिनयका हिसाबमा एउटा अब्बल कलाकृति हेर्ने मौका https://t.co/LW5tpTRGA1",Wed Jan 31 15:31:13 +0000 2024,452,30,https://x.com/hamrorabi/status/1752716171038843256
hamrorabi,1752173536700190790,इतिहासको विभिन्न कालखण्डमा नागरिक अधिकार र स्वतन्त्रताको पक्षमा उभिएर देश र जनताको लागि आफ्नो अमूल्य जीवन आहुति दिने सम्पूर्ण ज्ञात-अज्ञात सहिदप्रति हार्दिक श्रद्धासुमन तथा श्रद्धाञ्जली अर्पण गर्दै तिनकाे बलिदानी संकल्पप्रति उच्च सम्मान अर्पण गर्दछु। https://t.co/oatTMcc7AO,Tue Jan 30 03:34:59 +0000 2024,653,40,https://x.com/hamrorabi/status/1752173536700190790
hamrorabi,1751605229903081512,"यो एक दिन वा एक रातमा जोडिएको नाता होइन। धन्यवाद, हैदरावाद। https://t.co/ZncmpR2uVP",Sun Jan 28 13:56:44 +0000 2024,1394,90,https://x.com/hamrorabi/status/1751605229903081512
hamrorabi,1750912236737163268,"यु-१९ विश्वकप क्रिकेट प्रतियोगितामा आज अफगानिस्तानलाई हराएर नेपाल सुपर सिक्समा पुगेको खबरले अत्यन्त हर्षित बनाएको छ। नेपालीलाई यो खुसी र गौरवको पल दिलाउने सम्पूर्ण खेलाडी, प्रशिक्षक तथा नेपाली टोलीका सबै सदस्यलाई हार्दिक बधाई तथा धेरैधेरै धन्यवाद। खेल जिताउने चमत्कारिक वलिङका https://t.co/I4sD99YQC5",Fri Jan 26 16:03:02 +0000 2024,1000,59,https://x.com/hamrorabi/status/1750912236737163268
hamrorabi,1750741968475529628,"We extend our best wishes to mark the annual Australia Day. A strong relationship that builds on shared values and development cooperation spanning decades, we recognize the remarkable growth in the number of Nepalis who have chosen Australia for studies, travel, and careers in",Fri Jan 26 04:46:27 +0000 2024,290,17,https://x.com/hamrorabi/status/1750741968475529628
hamrorabi,1750708638237475272,"We extend our best wishes on India’s 75th Republic Day. As we celebrate the inclusive democratic foundations of our constitutions, let us pursue our common aspirations for sustained progress on shared development challenges. Because it builds upon a deep cultural bond, may the",Fri Jan 26 02:34:00 +0000 2024,382,21,https://x.com/hamrorabi/status/1750708638237475272
hamrorabi,1750383117410726179,"राज्यका निकायहरुलाई स्वतन्त्रतापुर्वक काम गर्न दिने ""सर्वदलिय सहमति"" गरेको दिनदेखि देश बन्न शुरु हुन्छ। संविधानले परिकल्पना गरेको समाजका लागि, आवश्यक कानुन बनाउन सिङ्गो संसदले ""सर्वदलीय प्रतिवद्द्ता"" गरेको दिन देश सुमार्गमा हिड्न शुरु हुन्छ। त्यसपछी मिडिया/सोसल मिडियामा  कसैलाई",Thu Jan 25 05:00:30 +0000 2024,890,105,https://x.com/hamrorabi/status/1750383117410726179
hamrorabi,1749489567135338894,"आजकाे पत्रकार सम्मेलनले जति प्रश्नको जवाफ दियो त्यति नै धेरै प्रश्नपनि जन्माएकाे छ, जसलाई हामीले हल गर्नै पर्छ। छ्लेर,भागेर,तोडेर मोडेर भन्दा यथार्थ कुरा भनेर समस्याको समाधान खोज्नु उपयुक्त लागेर यति लेखेको छु। राज्यको निकायलाई झुक्याएको, कीर्ते गरेको जस्ता आरोप पनि आउलान्। तर https://t.co/ENTUIBVgYM",Mon Jan 22 17:49:51 +0000 2024,810,72,https://x.com/hamrorabi/status/1749489567135338894
hamrorabi,1749447904266457382,"पछिल्लो घटनाको सम्पुर्ण  विस्तृत  निचोड आजै  केही बेरमा लेखेर पोस्ट गर्दै यो विषयलाई बिट मार्ने कोशिश गर्नेछु।केही ढिलो हुन सक्ला, प्रतीक्षा गर्नुहोला। प्रक्रियाका लागि कागजमा ल्याप्चे  लगाए पनि  मेरो खातामा पैसा जम्मा नभएको कुरा निरन्तर भन्दै आएको छु र प्रमाणले पनि त्यही देखाएको https://t.co/VqAvm2ix2c",Mon Jan 22 15:04:18 +0000 2024,755,70,https://x.com/hamrorabi/status/1749447904266457382
hamrorabi,1749360495092793808,सम्पुर्ण गाली गलोजहरु सुरक्षीत राख्नु होला। कुनै दिन मन लागे पछुताउन काम लाग्न सक्छ। पार्टी कार्यालयमा आज ४:३० बजे पत्रकार सम्मेलनमा प्रश्न सहित आउनु होला।,Mon Jan 22 09:16:58 +0000 2024,717,66,https://x.com/hamrorabi/status/1749360495092793808
hamrorabi,1749300247996850392,"गाली गर्न कोही छुट्नु भो कि? छुट्नु भएको भए गरिहालौं है। मलाई केही कुरा लुकाउनु छैन। पहिलेदेखि जे भन्दै आएँ, त्यसैमा अडिग छु। मिडियामा निरन्तर आइरहेका ""स्लिप"" मा कोहि ""स्लिप"" हुनै पर्दैन।  बाँकी भ्याए सम्म आजै साँझ प्रेस मिटको तयारी गर्दैछु। सारा प्रश्नहरु एकत्रित पार्दै गर्नु",Mon Jan 22 05:17:34 +0000 2024,1021,89,https://x.com/hamrorabi/status/1749300247996850392
hamrorabi,1746726239543664684,माघे संक्रान्ति/मकर संक्रान्ति/माघी/ ध्यूचाकुसल्हुँका रूपमा विभिन्न समुदायमा आ-आफ्नै तरिकाले मनाइने विशेष सांस्कृतिक महत्त्व भएको यस चाडको उपलक्ष्यमा सबैमा शुभकामना। म भने आज माघी मनाउन बर्दियाको विभिन्न ठाउँमा आउँदै छु। यो पार्टीले आयोजना गरेको कार्यक्रम नभइ जनसमुदायसँग माघी https://t.co/ONq3GHHGox,Mon Jan 15 02:49:22 +0000 2024,713,35,https://x.com/hamrorabi/status/1746726239543664684
hamrorabi,1745641232653762577,स-साना राज्यहरूलाई एकीकरण गरी आधुनिक नेपाल राज्य निर्माणको जग बसाल्ने राजा पृथ्वीनारायण शाहको ३०२औं जन्मजयन्ती र सोही अवसरमा मनाइने राष्ट्रिय एकता दिवसको सम्पूर्ण नेपालीहरुमा हार्दिक शुभकामना। https://t.co/qeSTV3QGyw,Fri Jan 12 02:57:56 +0000 2024,1318,68,https://x.com/hamrorabi/status/1745641232653762577
hamrorabi,1743543439214686359,ललितपुरको बालकुमारीमा युवाहरूले गरेकाे प्रदर्शनमा प्रशासनले अत्यधिक बल प्रयोग गर्दा दुई युवाले ज्यान गुमाएको घटना नसेलाउँदै हिजो सर्लाहीको बरहथवामा स्थानीयको प्रदर्शनका क्रममा राज्यकै गोली खाई एक युवकको ज्यान गएको छ । लोकतन्त्रमा राज्यको यो खालको छाडा प्रवृत्ति स्वीकार गर्न https://t.co/pEFOHnxRtX,Sat Jan 06 08:02:04 +0000 2024,1042,111,https://x.com/hamrorabi/status/1743543439214686359
hamrorabi,1743319824011493829,RT @party_swatantra: https://t.co/LgbgpsLaNI,Fri Jan 05 17:13:30 +0000 2024,0,19,https://x.com/hamrorabi/status/1743319824011493829
hamrorabi,1742105860430819689,"एउटा  योद्धा  लडाइँबाट पिठ्युँ फर्काएर भाग्दैन। हार जीतको पर्बाह नगरी उ इमानका साथ लडिरहन्छ। म आरोप लाग्नै नहुने मान्छे होइन। तर म समाचारमा आएका कुनै सहकारीको संचालक, शेयर होल्डर, बचतकर्ता, सदस्य, लगानीकर्ता, खातावाल केही पनि होइन। मैले ती सहकारीहरूमा कुनै रकम राख्ने, झिक्ने, https://t.co/Ufku4U7Car",Tue Jan 02 08:49:38 +0000 2024,1948,212,https://x.com/hamrorabi/status/1742105860430819689
hamrorabi,1741101006782697895,"जवाफ चाहियो सरकार
• नक्कली भुटानी शरणार्थी प्रकरणमा दोषी उम्काउने? 
• ललिता निवास काण्डमा दोषी उम्काउने?
• सुन काण्डमा तस्करहरू रोजी रोजी जोगाउने ? 
• एनसेल प्रकरणमा मिलेमतो गरी राज्यलाई ठग्ने?
• टेराम्याक्स घोटालामा संलग्नलाई कारबाही नगर्ने?
• वाइडवडी खरिद काण्ड, यती https://t.co/waVtSuSxEJ",Sat Dec 30 14:16:42 +0000 2023,2024,368,https://x.com/hamrorabi/status/1741101006782697895
hamrorabi,1740704589912150082,"आज बालकुमारीमा भएको घटनाले गृह मन्त्रालयको अक्षमता फेरी एकपटक उदाङ्गो भएको छ।
दुई होनहार युवा देश छाड्न खोज्दै थिए, संसार छाड्नु पर्ने बनाइ दिए। यो राज्यले गरेको हत्या हो, जुन राज्यका गृहमन्त्री सर्वहारा वर्गको नारा लगाउँदै त्यो पदमा पुगेका हुन्।
आज भएको घटनाको दोष अहिलेका",Fri Dec 29 12:01:29 +0000 2023,1419,183,https://x.com/hamrorabi/status/1740704589912150082
hamrorabi,1740247089328906586,"अब कान्तिपुर मैले जवाफ दिइरहनु पर्ने हैसियतमा  रहेन। तैपनि शुभचिन्तकहरुलाई भ्रम नपरोस् भनेर यति लेख्दै म सार्वजनिक सुनुवाइ मार्फत जनताको कठघरामा उभिदै छु। 

सहकारी घोटालामा मेरो प्रत्यक्ष संलग्नता भनेर फ्रन्ट पेजमा ठूलो हेडलाइन राखेर समाचार आएपछि अप्रत्यक्ष प्रमाणमात्र देखाएर",Thu Dec 28 05:43:32 +0000 2023,1145,123,https://x.com/hamrorabi/status/1740247089328906586
hamrorabi,1740237475266826570,चितवन-२ बाट प्रतिनिधि सभा सदस्य निर्वाचित भएपछि आज दोस्रोपटक सार्वजनिक सुनवाइ गर्दै छु। जनप्रतिनिधि सधैं 'जनलेखा परीक्षण'मा हुने भएकाले सांसदका रुपमा मैले आफ्नाे निर्वाचन क्षेत्रका समस्या समाधानका लागि गरेका प्रयासकाे मूल्यांकन त्यहाँका नागरिकले गर्नुभएकै छ। निर्वाचन क्षेत्रका https://t.co/xsXrWrcT1D,Thu Dec 28 05:05:20 +0000 2023,500,57,https://x.com/hamrorabi/status/1740237475266826570
hamrorabi,1739897284819931630,"सञ्चारमाध्यमले गर्ने ‘आलोचना’ सकारात्मक दिशानिर्देश र ‘निन्दा’ कुत्सित उद्देश्य प्राप्तिका लागि हो भन्ने बुझ्छु। र, नियत नै खराव राख्नेसँग सही नियतले प्रतिवाद गर्नुको पनि खासै अर्थ हुँदैन कि भन्ने पनि ठान्छु! तर, एउटै झुट निरन्तर ओकल्दा सत्य झैं ठानिने आम प्रवृत्तिबीच केही तथ्य https://t.co/MIAB17qNUM",Wed Dec 27 06:33:33 +0000 2023,988,164,https://x.com/hamrorabi/status/1739897284819931630
hamrorabi,1738946158943445488,भोलि नारायणगढदेखि बुटवलसम्मको पैदल यात्रामा निस्कदैछौं। तीन दिनमा ११३ किलोमिटर दूरी पार गर्ने लक्ष्य छ। पूर्व-पश्चिम राजमार्गअन्तर्गत नारायणगढ-बुटवल सडकखण्डको स्तरोन्नतिमा भइरहेको विलम्ब र अहिले यात्राक्रममा नागरिकले खेप्नु परेको सास्तीबारे सरकारको ध्यानाकर्षण गराउनु यात्राको https://t.co/aCNgxKT1rC,Sun Dec 24 15:34:07 +0000 2023,1221,83,https://x.com/hamrorabi/status/1738946158943445488
hamrorabi,1738555965371568239,"मलाई खोया प्रहार गर्ने मानिस प्रहरीको नियन्त्रणमा पुगे पछि न कुनै मिडियाले उसलाई भेटेको छ, न कुनै पत्रकारले भेटेको छ। तर कान्तिपुरलाई भने अलौकिक शक्ति प्राप्त रहेछ। प्रहार गर्नेको नाम मात्र होइन कुन सहकारीको वचत कर्ता भन्ने पनि थाहा पाउन भ्याइसकेछ। त्यो पनि प्रहरी सँग कुरै नगरी, https://t.co/1fSnMwgxrT",Sat Dec 23 13:43:37 +0000 2023,1509,167,https://x.com/hamrorabi/status/1738555965371568239
hamrorabi,1737671276200931449,"संस्कृति मन्त्री सुदन किराँतीको पछिल्लो अभिव्यक्ति,सामाजिक सद्भाव र सहिष्णुता खलबलाउने प्रकृतिको,उत्तेजक,गैरजिम्मेवार,पदीय गरिमा बिपरीतको र अत्यन्तै  खेदजनक  छ।यस्तो गैर-जिम्मेवार अभिव्यक्ति दिने र साम्प्रदायिक विद्वेष फैलाउने ब्यक्ति संस्कृति मन्त्री जस्तो जिम्मेवार पदमा कसरी",Thu Dec 21 03:08:11 +0000 2023,1602,205,https://x.com/hamrorabi/status/1737671276200931449
hamrorabi,1737439424097759727,"जनप्रतिनिधि जनताप्रति प्रत्यक्ष जवाफदेही हुनुपर्छ भन्ने मान्यताका साथ मैले बाचापत्रमा लेखेको थिएँ- 'हरेक ४/४ महिनामा सार्वजनिक सुनवाइ गर्छु । र,  तपाईंहरुलाई आफ्नो हर-हिसाब बुझाउँछु।' बाचाअनुसार भदौ १० (२०८०) मा पहिलाे सार्वजनिक सुनवाइ गरेको थिएँ । त्यसको ठीक ४ महिनापछि पुस १२ https://t.co/MqQf8xyMtT",Wed Dec 20 11:46:53 +0000 2023,485,38,https://x.com/hamrorabi/status/1737439424097759727
hamrorabi,1735241718268678471,"राष्ट्रिय स्वतन्त्र पार्टीमा वडा तहको नेतृत्व छनोट गर्न आजदेखि अधिवेशन सुरु भएको छ । पार्टीको ‘जान्नेलाई छान्ने’ मूल उद्देश्यलाई मनमा राखी राजनीतिलाई विशुद्ध समाजसेवा ठान्ने, मीठो भाषण मात्र नभइ समाज र पार्टीको वृहत्तर हितका लागि निस्वार्थ खट्ने र पार्टीको उद्देश्य पूरा गर्न https://t.co/wmnD8x9SdI",Thu Dec 14 10:13:59 +0000 2023,520,33,https://x.com/hamrorabi/status/1735241718268678471
hamrorabi,1733001998566297735,"म अहिले कतारमा छु। नेपालमा भर्खरै राज्य व्यवस्था तथा सुशासन समितिको बैठक सुरु भएको छ। भौतिकरूपमा उपस्थिति जनाउन नसके पनि, मेरा केही प्रश्नहरू भिडियोमार्फत् राख्न दिनु भनी अनुमति मागें। तर, नपाएपछि सो भिडियो सामाजिक सञ्जालमा पोष्ट गर्दै छु। आशा छ, सम्बन्धित निकायसम्म मेरा प्रश्न https://t.co/iiRjhNkBzg",Fri Dec 08 05:54:08 +0000 2023,1164,115,https://x.com/hamrorabi/status/1733001998566297735
hamrorabi,1732257873869328553,"स्पाइस नेपालकाे नाममा अहिलेकाे एनसेल जन्मँदादेखि नै चलखेल थियाे । टेलियासाेनेराले बेचेर मलेसियाली कम्पनीले किन्दा नियमानुसारकाे ट्याक्स तिर्न नपर्ने आश्वासनका नाममा कुन कुन  दलका कुन कुन नेताले कति कती रकम खाए, कुन कुन निकायका दैला दैलामा बाँडे र  पचाए, खुला छानबिन गर्न तयार हुने",Wed Dec 06 04:37:15 +0000 2023,755,86,https://x.com/hamrorabi/status/1732257873869328553
hamrorabi,1731250476132528480,"अवसर र रोजगारको लागि विदेश जानु पर्ने बाध्यता, जीविकोपार्जनकै लागि विभिन्न मुलुकमा दुख-कष्ट सहनुपर्ने परिस्थिति र स्वाभिमानमै चोट लाग्ने गरी झुक्नु पर्ने हाम्रो नियति परिवर्तन हुनुको सट्टा बढिरहेको छ। म राजनीतिमा आउनुको एउटा मुख्य कारण, विदेशमा रहेका नेपाली पनि हुन्। विदेशमा https://t.co/I9cMDfVTs3",Sun Dec 03 09:54:13 +0000 2023,640,59,https://x.com/hamrorabi/status/1731250476132528480
hamrorabi,1726420266849571206,"घरदैलोको तेस्रो दिन इच्छाकामना - ५ , पाम डाडा, साठीमुरे, तामिन वरपर। सुन्दर मेरो निर्वाचन क्षेत्र  बारे जानकारी दिन छिटै एउटा बृत्तचित्र बनाउने योजना बनाएको छु। इक्छुक डकुमेन्ट्री मेकरले खबर गर्नु होला। https://t.co/LY7WPxgf5p",Mon Nov 20 02:00:41 +0000 2023,570,42,https://x.com/hamrorabi/status/1726420266849571206
hamrorabi,1726078118761570432,"सूर्य देवता र छठी माताको पूजा-आराधना गरेर मनाइने हिन्दू धर्मावलम्बीहरुको महान् पर्व छठका अवसरमा सम्पूर्ण नेपाली दाजुभाइ तथा दिदीबहिनीहरूमा विशेष गरेर तराई-मधेस र काठमाडौं लगायतका ठाउँमा यो पर्व विशेष पूजाआजा गरेर मनाइरहनुभएका सम्पूर्णमा सुख, शान्ति र समृद्धिको हार्दिक शुभकामना । https://t.co/We7u5AjTjo",Sun Nov 19 03:21:07 +0000 2023,601,25,https://x.com/hamrorabi/status/1726078118761570432
hamrorabi,1725515458496065584,"घरदैलो चुनावका बेला मात्र होइन, निरन्तर हुनुपर्छ । गत वर्षको मंसिर ४ र मेरो र स्वर्णीम वाग्लेजीको हकमा यसै वर्षको वैशाख १० गते 'घण्टी'मा मतदान गरी रास्वपालाई चौथो शक्तिका रुपमा स्थापित गरिदिनुभएकोमा धन्यवाद।  निर्वाचनको एक वर्ष पूरा भएको अवसरमा रास्वपा आभार व्यक्त गर्न फेरि https://t.co/yUx0tN0f31",Fri Nov 17 14:05:18 +0000 2023,754,35,https://x.com/hamrorabi/status/1725515458496065584
hamrorabi,1724683008769450296,दिदीहरु लक्ष्मी र दुर्गा बाट भाइ टीका लगाइयो।मेरी  दिदिहरुलाई सबै देवी देवताहरुले रक्षा गरून्। https://t.co/LXYmMBNYCq,Wed Nov 15 06:57:27 +0000 2023,1057,16,https://x.com/hamrorabi/status/1724683008769450296
hamrorabi,1724343367847567505,"भिन्तुना दु भिन्तुना
न्हुदँया भिन्तुना
भिन्तुनाया सः ज्वना
झि नेपाःमी वइ च्वना ।

जनतालाई ऋण मुक्त गराई राष्ट्रिय विभूति शंखधर साख्वा:ले हाम्रो आफ्नो मौलिक नेपाल संवत् सुरु गरेका थिए। सुरुका दिनहरूमा नेपाल संवत् दैनिक कामकाजमा प्रयोग गर्ने गरिएकोमा बीसौं शताब्दीमा नेपाल संवत् को https://t.co/N9i33kA3Sq",Tue Nov 14 08:27:50 +0000 2023,277,15,https://x.com/hamrorabi/status/1724343367847567505
hamrorabi,1724322419341398193,प्रधानमन्त्री ज्यु ले मेरै अगाडि आज एक कार्यक्रममा  गलत तथा भ्रमपुर्ण अभिव्यक्ति दिनु भयो। टिकटक बन्द गर्ने सन्दर्भमा सत्ता पक्षीय  र विपक्षी  सबै दलको सहमति र छलफल पछि निर्णयमा पुगेको बताउनु भयो। म लगायत रास्वपा का कुनै नेता सँग यस विषयमा कुनै औपचारिक अनौपचारिक छलफल वा सहमति,Tue Nov 14 07:04:35 +0000 2023,1071,89,https://x.com/hamrorabi/status/1724322419341398193
hamrorabi,1724012212900217206,"सामाजिक संजाललाई नियमन गर्ने हो, बन्द गर्ने होईन। समस्या कन्टेन्टको हो, प्लेटत्फर्मको होईन। अराजकता अभिव्यक्तिमा होला, माध्यमको के दोष ? टिकटकका कयौं युजर र कन्टेन्ट खराब छन् तर सबै युजर र कन्टेन्ट खराब छैनन्।प्राविधिक रुपमा खराब लाई कन्ट्रोल गर्न सकिन्छ। टिकटकमा हालेको भिडियो https://t.co/e5wcnZuKZ2",Mon Nov 13 10:31:56 +0000 2023,1144,113,https://x.com/hamrorabi/status/1724012212900217206
hamrorabi,1723584486506647790,"दीपोत्सवको पर्व तिहारकाे आज दोस्रो दिन। काग, कुकुरजस्ता पशु-पन्छीसहित मानिसको स्वयम् पूजा (म्ह:), हाम्रो मौलिक नयाँ वर्ष (नेपाल सम्वत् ११४४) तथा दाजुभाइ, दिदीबहिनीको सम्बन्धको पर्याय भाइटीकाजस्तो पाँच दिने धार्मिक-सांस्कृतिक निरन्तरताकाे याे संयुक्त चाडले नेपालीबीच हार्दिकता",Sun Nov 12 06:12:18 +0000 2023,454,23,https://x.com/hamrorabi/status/1723584486506647790
hamrorabi,1721887403378610555,"आदरणीय  ""सर्वदलीय हेड सर"" हरु यता सुन्नुस् है, 

आज बैठक गर्ने सबै पार्टी मिलेर भुकम्प पीडितका घरमा पाल र ब्लान्केट पुर्याउनुहोस् र यो चिसोमा जनता जोगाउनुस्। ब्यवस्था आफै जोगिन्छ, परिवर्तन आफै जोगिन्छ।।सुत्केरीहरुको जिउ सुन्निएको छ, अस्थाइ शौचालय छैन, पुरिएका चौपायाका कारण https://t.co/imljISG60o",Tue Nov 07 13:48:42 +0000 2023,1052,133,https://x.com/hamrorabi/status/1721887403378610555
hamrorabi,1720813717812887572,"अहिलेको आवश्यकता भनेको सबैले आ-आफ्नो ठाउँबाट आफूले सक्दो सहयोग गरी उद्दार तथा राहतको कामलाई जसरी हुन्छ प्रभावकारी बनाउने हो। राहत र उद्दारको क्रममा हामी राजनीति भन्दा बाहिर रहेर काम गरिरहेका छौ। डा. मुकुल ढकाल, डा. तोसिमा कार्की लगायतको चिकित्सकहरूको टोली उपचारमा संलग्न https://t.co/QdNmA1Q3YX",Sat Nov 04 14:42:16 +0000 2023,851,61,https://x.com/hamrorabi/status/1720813717812887572
hamrorabi,1720603833611469073,कार्तिक १७ गते राति जाजरकोट केन्द्रबिन्दू भएर आएको भूकम्पले ठूलो क्षति भएकोमा  अत्यन्त मर्माहत छौं। ज्यान गुमाउनेहरूप्रति हार्दिक श्रद्धान्जली र घाइतेहरूको शीघ्र उपचार र स्वास्थ्यलाभको कामना गर्दछौं।विपद्को यो घडीमा सरकारलाई  सम्पूर्ण  साधनश्रोत परिचालन गरेर उद्धार तथा राहतमा,Sat Nov 04 00:48:15 +0000 2023,454,37,https://x.com/hamrorabi/status/1720603833611469073
hamrorabi,1720371180769878158,"एसिया छनोटमा युएईलाई आज ८ विकेटले हराउँदै सन् 2024 को T20 विश्वकपमा छनोट भएकोमा टीम नेपाललाई हार्दिक बधाई।  
दशकपछि फेरि अर्को अबसर आएको छ। खेलाडीले अब थप  अभ्यास र आत्मविश्वास बढाउनु पर्नेछ भने सरकारले यि दुबैका लागि थप वातावरण बनाउनु पर्नेछ । https://t.co/BWEuYJqBBA",Fri Nov 03 09:23:47 +0000 2023,1206,60,https://x.com/hamrorabi/status/1720371180769878158
hamrorabi,1717799878372520098,We are deeply saddened by the passing away of former Chinese Premier Li Keqiang.  Our thoughts and prayers are with his family and the people of China during this difficult time.,Fri Oct 27 07:06:20 +0000 2023,247,11,https://x.com/hamrorabi/status/1717799878372520098
hamrorabi,1716772687262155234,"विजया दशमी कै दिनमा एसिसि यू-१९ प्रिमियर कपको उपाधि जितेर सबै नेपालीहरूलाई विशेष उपहार दिने नेपाली यू-१९ क्रिकेट टोलीलाई हार्दिक धन्यवाद तथा बधाई। प्लेयर अफ द सिरिज दिपेश कँडेल र शृङ्खलामा सबैभन्दा धेरै रन बनाउने कप्तान देव खनाललाई विशेष बधाई।
फोटो: विभिन्न मिडिया https://t.co/lmMwDLeE1F",Tue Oct 24 11:04:39 +0000 2023,445,25,https://x.com/hamrorabi/status/1716772687262155234
hamrorabi,1716700806974763430,"असत्यमाथि सत्य, अन्यायमाथि न्याय, खराबमाथि असल र आसुरी शक्तिमाथि दैवी शक्तिको विजयको उत्सवको रूपमा मनाइने विजया दशमीको उपलक्ष्यमा सम्पूर्ण आमाबुवा, दाजुभाइ, दिदीबहिनीहरूमा सुख, शान्ति र समृद्धिको हार्दिक मङ्गलमय शुभकामना ! यस विजया दशमीले हामी सबैलाई हाम्रो समाज र मुलुकमा सत्य, https://t.co/3ZM2CUlCh0",Tue Oct 24 06:19:01 +0000 2023,711,21,https://x.com/hamrorabi/status/1716700806974763430
hamrorabi,1715575985490542740,"बडा दशैं, दिपावली, छठ, नेपाल सम्बतका  अवसरमा संसार भर रहेका  सबै नेपाली  दाजुभाई‍-दिदीबहिनीहरूमा सुख, शान्ति तथा समृद्धिको मंगलमय शुभकामना। https://t.co/7IJJKJNf5w",Sat Oct 21 03:49:23 +0000 2023,948,50,https://x.com/hamrorabi/status/1715575985490542740
hamrorabi,1714839209465569597,पर्व वा सन्दर्भ विशेषमा शुभकामनासहित उपहार अदान-प्रदान गर्ने सर्वव्यापी चलन छ। जुन हार्दिक सम्बन्ध निरन्तरताको कामनासँग जोडिन्छ। व्यक्तिको भावनात्मक पक्षसँग जोडिएको यो चलन अत्यन्तै सकारात्मक हुँदा-हुँदै पनि राष्ट्रिय स्वतन्त्र पार्टीले भने उपहार स्वीकार नगर्ने नीति लिएको छ। https://t.co/ryrczfEexg,Thu Oct 19 03:01:42 +0000 2023,519,50,https://x.com/hamrorabi/status/1714839209465569597
hamrorabi,1714611861726060598,"चितवनमा विभिन्न कार्यक्रम गर्ने क्रममा बाटोमा ब्लु बस भेटियो। शुरु गर्दा धेरै गाली खाएको थिएं। आज सबैको मुहारमा यस्तो हाँसो देखियो। एउटा सपना छ, एक  दिन देश भर यो खुशी बाड्न पाइनेछ। https://t.co/jaOxu0gaNI",Wed Oct 18 11:58:18 +0000 2023,910,59,https://x.com/hamrorabi/status/1714611861726060598
hamrorabi,1714312114150760723,"राष्ट्रिय स्वतन्त्र पार्टीले काठमाडाैंमा आयाेजना गरेकाे दुई दिवसीय 'नीति मन्थन' सकिएकाे छ। हाम्रो निमन्त्रणा स्वीकार गरेर पाल्नु हुने सम्पुर्ण  प्यानलिष्टहरु  प्रति आभारी छाैं। साथै,अहाेरात्र खट्नुहुने सबै  रास्वपा नेतृत्व  सहित नीति मन्थनकाे नेतृत्वकर्ता डा. स्वर्णीम वाग्लेलाई https://t.co/NGbxd7EO2l",Tue Oct 17 16:07:13 +0000 2023,647,41,https://x.com/hamrorabi/status/1714312114150760723
hamrorabi,1713846216608653463,"मुलुकमा शान्ति-सुरक्षा र सामाजिक सुव्यवस्था कायम गर्ने महत्त्वपूर्ण भूमिका रहेको नेपाल प्रहरी थप व्यावसायिक, जवाफदेही र राजनीतिक हस्तक्षेपरहित बनोस् । प्रहरी संगठनलाई साधन-स्रोत सम्पन्न बनाउँदै प्रहरी कर्मचारीको मनोबल बढाउन निरन्तर नीतिगत पहल गर्ने प्रतिबद्धतासहित ६८औं प्रहरी https://t.co/SuwFT6vRCG",Mon Oct 16 09:15:54 +0000 2023,265,12,https://x.com/hamrorabi/status/1713846216608653463
hamrorabi,1713559714712449213,"चुनाव पछी नीति, कार्यक्रम बनाउने गरी होइन, हामी हाम्रा नीति कार्यक्रम चुनाव अघि नै तर्जुमा गर्दै छौँ । ८४ पछी नीति बनाउने होइन, नीति अनुसार काम गर्ने हो । असोज ३ मा पहिलो चरणको जनआवाज सुन्ने कार्यक्रम  अन्तर्गत म रोल्पा पुगेँ, पार्टीका अरू साथीहरू अन्य गाउँहरू पुगे । गाउँबाट https://t.co/8Go9hIHiq1",Sun Oct 15 14:17:27 +0000 2023,488,28,https://x.com/hamrorabi/status/1713559714712449213
